ID,Класс,Пол,Уровень тревожности (1-10),Пропуски занятий,Оценка отношений с учителями (1-5),Возраст,Предмет_1,Оценка_1,Предмет_2,Оценка_2,Предмет_3,Оценка_3,Предмет_4,Оценка_4,Предмет_5,Оценка_5,Предмет_6,Оценка_6,Предмет_7,Оценка_7,Предмет_8,Оценка_8,Предмет_9,Оценка_9,Предмет_10,Оценка_10,Предмет_11,Оценка_11,Предмет_12,Оценка_12,Предмет_13,Оценка_13,Предмет_14,Оценка_14,Предмет_15,Оценка_15,Предмет_16,Оценка_16,Когнитивные способности,Результаты анкет,Средний балл,Диагностика профиля способностей и достижений,Сильные стороны,Слабые стороны
355,8,М,6,4,3,16,Русский язык,4,Литература,3,Иностранный язык,3,Алгебра,4,Геометрия,4,Информатика,3,История России,5,Всеобщая история,4,Обществознание,5,География,2,Физика,5,Химия,3,Биология,5,Технология,2,Основы безопасности жизнедеятельности,4,Физическая культура,3,67,4,3.6875,Выше среднего,"История России, Обществознание, Физика, Биология","География, Технология"
356,8,М,2,2,1,16,Русский язык,4,Литература,3,Иностранный язык,4,Алгебра,4,Геометрия,4,Информатика,4,История России,5,Всеобщая история,3,Обществознание,2,География,3,Физика,2,Химия,4,Биология,3,Технология,3,Основы безопасности жизнедеятельности,2,Физическая культура,3,55,3,3.3125,Нуждается в улучшении,История России,"Обществознание, Физика, Основы безопасности жизнедеятельности"
357,8,Ж,5,2,3,15,Русский язык,2,Литература,5,Иностранный язык,5,Алгебра,3,Геометрия,5,Информатика,5,История России,3,Всеобщая история,4,Обществознание,5,География,3,Физика,4,Химия,3,Биология,3,Технология,3,Основы безопасности жизнедеятельности,2,Физическая культура,2,91,1,3.5625,Выше среднего,"Литература, Иностранный язык, Геометрия, Информатика, Обществознание","Русский язык, Основы безопасности жизнедеятельности, Физическая культура"
358,8,М,7,5,4,15,Русский язык,5,Литература,4,Иностранный язык,5,Алгебра,5,Геометрия,3,Информатика,5,История России,5,Всеобщая история,3,Обществознание,3,География,3,Физика,2,Химия,4,Биология,3,Технология,4,Основы безопасности жизнедеятельности,3,Физическая культура,2,99,2,3.6875,Выше среднего,"Русский язык, Иностранный язык, Алгебра, Информатика, История России","Физика, Физическая культура"
359,8,Ж,7,1,2,16,Русский язык,3,Литература,3,Иностранный язык,5,Алгебра,4,Геометрия,3,Информатика,3,История России,3,Всеобщая история,5,Обществознание,4,География,4,Физика,3,Химия,5,Биология,5,Технология,5,Основы безопасности жизнедеятельности,5,Физическая культура,4,77,1,4.0,Выше среднего,"Иностранный язык, Всеобщая история, Химия, Биология, Технология, Основы безопасности жизнедеятельности",
360,8,М,5,0,5,16,Русский язык,5,Литература,4,Иностранный язык,3,Алгебра,4,Геометрия,5,Информатика,4,История России,3,Всеобщая история,3,Обществознание,2,География,4,Физика,3,Химия,4,Биология,3,Технология,4,Основы безопасности жизнедеятельности,3,Физическая культура,3,92,2,3.5625,Выше среднего,"Русский язык, Геометрия",Обществознание
361,8,М,9,1,3,16,Русский язык,3,Литература,4,Иностранный язык,4,Алгебра,3,Геометрия,3,Информатика,3,История России,5,Всеобщая история,5,Обществознание,3,География,2,Физика,4,Химия,4,Биология,5,Технология,3,Основы безопасности жизнедеятельности,5,Физическая культура,4,73,4,3.75,Выше среднего,"История России, Всеобщая история, Биология, Основы безопасности жизнедеятельности",География
362,8,М,4,1,4,16,Русский язык,4,Литература,5,Иностранный язык,5,Алгебра,3,Геометрия,3,Информатика,4,История России,5,Всеобщая история,3,Обществознание,4,География,4,Физика,5,Химия,3,Биология,4,Технология,3,Основы безопасности жизнедеятельности,5,Физическая культура,3,54,3,3.9375,Выше среднего,"Литература, Иностранный язык, История России, Физика, Основы безопасности жизнедеятельности",
363,8,Ж,3,3,4,16,Русский язык,2,Литература,3,Иностранный язык,3,Алгебра,5,Геометрия,2,Информатика,2,История России,3,Всеобщая история,5,Обществознание,4,География,3,Физика,3,Химия,2,Биология,3,Технология,4,Основы безопасности жизнедеятельности,4,Физическая культура,5,77,2,3.3125,Нуждается в улучшении,"Алгебра, Всеобщая история, Физическая культура","Русский язык, Геометрия, Информатика, Химия"
364,8,М,4,5,2,16,Русский язык,4,Литература,4,Иностранный язык,4,Алгебра,3,Геометрия,5,Информатика,5,История России,2,Всеобщая история,3,Обществознание,4,География,4,Физика,4,Химия,4,Биология,3,Технология,3,Основы безопасности жизнедеятельности,3,Физическая культура,3,52,3,3.625,Выше среднего,"Геометрия, Информатика",История России
365,8,М,5,3,1,16,Русский язык,3,Литература,4,Иностранный язык,5,Алгебра,3,Геометрия,5,Информатика,4,История России,3,Всеобщая история,5,Обществознание,4,География,5,Физика,3,Химия,4,Биология,2,Технология,2,Основы безопасности жизнедеятельности,4,Физическая культура,4,67,2,3.75,Выше среднего,"Иностранный язык, Геометрия, Всеобщая история, География","Биология, Технология"
366,8,М,6,1,3,16,Русский язык,5,Литература,2,Иностранный язык,4,Алгебра,3,Геометрия,2,Информатика,5,История России,4,Всеобщая история,5,Обществознание,5,География,5,Физика,3,Химия,4,Биология,4,Технология,3,Основы безопасности жизнедеятельности,5,Физическая культура,3,53,1,3.875,Выше среднего,"Русский язык, Информатика, Всеобщая история, Обществознание, География, Основы безопасности жизнедеятельности","Литература, Геометрия"
367,8,М,3,1,4,15,Русский язык,5,Литература,5,Иностранный язык,4,Алгебра,3,Геометрия,3,Информатика,5,История России,5,Всеобщая история,4,Обществознание,3,География,3,Физика,4,Химия,4,Биология,5,Технология,2,Основы безопасности жизнедеятельности,2,Физическая культура,4,89,2,3.8125,Выше среднего,"Русский язык, Литература, Информатика, История России, Биология","Технология, Основы безопасности жизнедеятельности"
368,8,Ж,2,1,2,15,Русский язык,5,Литература,3,Иностранный язык,4,Алгебра,3,Геометрия,4,Информатика,3,История России,2,Всеобщая история,4,Обществознание,3,География,4,Физика,3,Химия,3,Биология,2,Технология,3,Основы безопасности жизнедеятельности,5,Физическая культура,4,98,2,3.4375,Нуждается в улучшении,"Русский язык, Основы безопасности жизнедеятельности","История России, Биология"
369,8,Ж,4,4,5,15,Русский язык,4,Литература,3,Иностранный язык,5,Алгебра,3,Геометрия,5,Информатика,4,История России,3,Всеобщая история,2,Обществознание,4,География,5,Физика,3,Химия,2,Биология,4,Технология,5,Основы безопасности жизнедеятельности,4,Физическая культура,3,91,5,3.6875,Выше среднего,"Иностранный язык, Геометрия, География, Технология","Всеобщая история, Химия"
370,8,М,5,3,4,15,Русский язык,5,Литература,3,Иностранный язык,4,Алгебра,5,Геометрия,3,Информатика,5,История России,3,Всеобщая история,4,Обществознание,2,География,2,Физика,5,Химия,5,Биология,5,Технология,2,Основы безопасности жизнедеятельности,3,Физическая культура,2,81,4,3.625,Выше среднего,"Русский язык, Алгебра, Информатика, Физика, Химия, Биология","Обществознание, География, Технология, Физическая культура"
371,8,Ж,4,1,2,16,Русский язык,3,Литература,3,Иностранный язык,5,Алгебра,4,Геометрия,5,Информатика,4,История России,2,Всеобщая история,5,Обществознание,4,География,4,Физика,5,Химия,3,Биология,3,Технология,5,Основы безопасности жизнедеятельности,4,Физическая культура,5,81,1,4.0,Выше среднего,"Иностранный язык, Геометрия, Всеобщая история, Физика, Технология, Физическая культура",История России
372,8,М,3,2,1,15,Русский язык,4,Литература,3,Иностранный язык,4,Алгебра,3,Геометрия,3,Информатика,4,История России,5,Всеобщая история,3,Обществознание,4,География,5,Физика,5,Химия,4,Биология,3,Технология,4,Основы безопасности жизнедеятельности,3,Физическая культура,5,68,1,3.875,Выше среднего,"История России, География, Физика, Физическая культура",
373,8,М,8,5,1,16,Русский язык,4,Литература,5,Иностранный язык,4,Алгебра,5,Геометрия,3,Информатика,3,История России,5,Всеобщая история,5,Обществознание,3,География,3,Физика,3,Химия,5,Биология,3,Технология,4,Основы безопасности жизнедеятельности,3,Физическая культура,4,78,3,3.875,Выше среднего,"Литература, Алгебра, История России, Всеобщая история, Химия",
374,8,М,10,5,4,15,Русский язык,4,Литература,2,Иностранный язык,4,Алгебра,2,Геометрия,2,Информатика,4,История России,3,Всеобщая история,4,Обществознание,5,География,4,Физика,3,Химия,2,Биология,3,Технология,3,Основы безопасности жизнедеятельности,4,Физическая культура,5,82,2,3.375,Нуждается в улучшении,"Обществознание, Физическая культура","Литература, Алгебра, Геометрия, Химия"
375,8,Ж,4,2,4,16,Русский язык,4,Литература,5,Иностранный язык,4,Алгебра,4,Геометрия,3,Информатика,3,История России,3,Всеобщая история,3,Обществознание,3,География,4,Физика,5,Химия,4,Биология,4,Технология,3,Основы безопасности жизнедеятельности,2,Физическая культура,2,51,2,3.5,Нуждается в улучшении,"Литература, Физика","Основы безопасности жизнедеятельности, Физическая культура"
376,8,Ж,2,5,3,16,Русский язык,3,Литература,4,Иностранный язык,4,Алгебра,3,Геометрия,3,Информатика,4,История России,2,Всеобщая история,3,Обществознание,3,География,2,Физика,3,Химия,4,Биология,3,Технология,3,Основы безопасности жизнедеятельности,3,Физическая культура,4,60,2,3.1875,Нуждается в улучшении,,"История России, География"
377,8,Ж,2,4,2,15,Русский язык,2,Литература,3,Иностранный язык,4,Алгебра,2,Геометрия,5,Информатика,2,История России,4,Всеобщая история,3,Обществознание,3,География,3,Физика,4,Химия,4,Биология,3,Технология,4,Основы безопасности жизнедеятельности,3,Физическая культура,3,96,1,3.25,Нуждается в улучшении,Геометрия,"Русский язык, Алгебра, Информатика"
378,8,Ж,1,4,4,15,Русский язык,5,Литература,2,Иностранный язык,2,Алгебра,5,Геометрия,3,Информатика,2,История России,3,Всеобщая история,2,Обществознание,2,География,3,Физика,5,Химия,2,Биология,5,Технология,4,Основы безопасности жизнедеятельности,3,Физическая культура,4,82,5,3.25,Нуждается в улучшении,"Русский язык, Алгебра, Физика, Биология","Литература, Иностранный язык, Информатика, Всеобщая история, Обществознание, Химия"
379,8,Ж,4,0,3,16,Русский язык,4,Литература,4,Иностранный язык,3,Алгебра,3,Геометрия,3,Информатика,2,История России,4,Всеобщая история,5,Обществознание,3,География,2,Физика,5,Химия,5,Биология,2,Технология,5,Основы безопасности жизнедеятельности,3,Физическая культура,5,90,3,3.625,Выше среднего,"Всеобщая история, Физика, Химия, Технология, Физическая культура","Информатика, География, Биология"
380,8,Ж,10,0,3,16,Русский язык,3,Литература,4,Иностранный язык,3,Алгебра,5,Геометрия,2,Информатика,3,История России,3,Всеобщая история,4,Обществознание,4,География,3,Физика,3,Химия,2,Биология,3,Технология,3,Основы безопасности жизнедеятельности,4,Физическая культура,2,89,2,3.1875,Нуждается в улучшении,Алгебра,"Геометрия, Химия, Физическая культура"
381,8,Ж,9,0,4,16,Русский язык,5,Литература,2,Иностранный язык,5,Алгебра,3,Геометрия,5,Информатика,4,История России,3,Всеобщая история,3,Обществознание,4,География,3,Физика,5,Химия,4,Биология,5,Технология,4,Основы безопасности жизнедеятельности,3,Физическая культура,4,50,5,3.875,Выше среднего,"Русский язык, Иностранный язык, Геометрия, Физика, Биология",Литература
382,8,Ж,7,5,1,15,Русский язык,5,Литература,3,Иностранный язык,3,Алгебра,2,Геометрия,5,Информатика,2,История России,5,Всеобщая история,3,Обществознание,5,География,3,Физика,4,Химия,3,Биология,2,Технология,4,Основы безопасности жизнедеятельности,2,Физическая культура,3,91,4,3.375,Нуждается в улучшении,"Русский язык, Геометрия, История России, Обществознание","Алгебра, Информатика, Биология, Основы безопасности жизнедеятельности"
383,8,Ж,10,4,2,15,Русский язык,3,Литература,5,Иностранный язык,2,Алгебра,4,Геометрия,3,Информатика,3,История России,3,Всеобщая история,4,Обществознание,3,География,4,Физика,4,Химия,3,Биология,3,Технология,3,Основы безопасности жизнедеятельности,2,Физическая культура,3,66,1,3.25,Нуждается в улучшении,Литература,"Иностранный язык, Основы безопасности жизнедеятельности"
384,8,М,7,4,2,16,Русский язык,5,Литература,2,Иностранный язык,2,Алгебра,4,Геометрия,3,Информатика,5,История России,5,Всеобщая история,3,Обществознание,2,География,3,Физика,4,Химия,3,Биология,4,Технология,3,Основы безопасности жизнедеятельности,2,Физическая культура,5,99,4,3.4375,Нуждается в улучшении,"Русский язык, Информатика, История России, Физическая культура","Литература, Иностранный язык, Обществознание, Основы безопасности жизнедеятельности"
385,8,Ж,7,4,1,15,Русский язык,5,Литература,5,Иностранный язык,4,Алгебра,3,Геометрия,2,Информатика,5,История России,4,Всеобщая история,3,Обществознание,5,География,2,Физика,2,Химия,3,Биология,5,Технология,5,Основы безопасности жизнедеятельности,2,Физическая культура,5,65,1,3.75,Выше среднего,"Русский язык, Литература, Информатика, Обществознание, Биология, Технология, Физическая культура","Геометрия, География, Физика, Основы безопасности жизнедеятельности"
386,8,Ж,8,2,4,16,Русский язык,5,Литература,4,Иностранный язык,2,Алгебра,3,Геометрия,4,Информатика,5,История России,5,Всеобщая история,3,Обществознание,2,География,3,Физика,3,Химия,3,Биология,3,Технология,3,Основы безопасности жизнедеятельности,5,Физическая культура,2,51,3,3.4375,Нуждается в улучшении,"Русский язык, Информатика, История России, Основы безопасности жизнедеятельности","Иностранный язык, Обществознание, Физическая культура"
387,8,Ж,1,4,2,15,Русский язык,5,Литература,3,Иностранный язык,4,Алгебра,2,Геометрия,2,Информатика,5,История России,2,Всеобщая история,5,Обществознание,5,География,2,Физика,5,Химия,2,Биология,5,Технология,5,Основы безопасности жизнедеятельности,4,Физическая культура,4,98,4,3.75,Выше среднего,"Русский язык, Информатика, Всеобщая история, Обществознание, Физика, Биология, Технология","Алгебра, Геометрия, История России, География, Химия"
388,8,Ж,10,2,4,15,Русский язык,4,Литература,3,Иностранный язык,2,Алгебра,5,Геометрия,4,Информатика,2,История России,4,Всеобщая история,2,Обществознание,5,География,3,Физика,3,Химия,5,Биология,4,Технология,3,Основы безопасности жизнедеятельности,5,Физическая культура,3,53,3,3.5625,Выше среднего,"Алгебра, Обществознание, Химия, Основы безопасности жизнедеятельности","Иностранный язык, Информатика, Всеобщая история"
389,8,Ж,10,0,4,15,Русский язык,3,Литература,2,Иностранный язык,5,Алгебра,4,Геометрия,4,Информатика,3,История России,2,Всеобщая история,3,Обществознание,5,География,3,Физика,3,Химия,3,Биология,4,Технология,3,Основы безопасности жизнедеятельности,2,Физическая культура,2,81,3,3.1875,Нуждается в улучшении,"Иностранный язык, Обществознание","Литература, История России, Основы безопасности жизнедеятельности, Физическая культура"
390,8,Ж,8,0,3,15,Русский язык,2,Литература,5,Иностранный язык,5,Алгебра,2,Геометрия,4,Информатика,3,История России,5,Всеобщая история,5,Обществознание,3,География,4,Физика,3,Химия,5,Биология,4,Технология,4,Основы безопасности жизнедеятельности,5,Физическая культура,5,56,3,4.0,Выше среднего,"Литература, Иностранный язык, История России, Всеобщая история, Химия, Основы безопасности жизнедеятельности, Физическая культура","Русский язык, Алгебра"
391,8,Ж,4,5,1,15,Русский язык,2,Литература,2,Иностранный язык,5,Алгебра,5,Геометрия,3,Информатика,5,История России,4,Всеобщая история,2,Обществознание,3,География,3,Физика,3,Химия,5,Биология,2,Технология,2,Основы безопасности жизнедеятельности,4,Физическая культура,2,78,4,3.25,Нуждается в улучшении,"Иностранный язык, Алгебра, Информатика, Химия","Русский язык, Литература, Всеобщая история, Биология, Технология, Физическая культура"
392,8,Ж,4,0,4,16,Русский язык,3,Литература,3,Иностранный язык,3,Алгебра,3,Геометрия,3,Информатика,5,История России,3,Всеобщая история,5,Обществознание,4,География,3,Физика,4,Химия,4,Биология,2,Технология,5,Основы безопасности жизнедеятельности,4,Физическая культура,2,58,4,3.5,Нуждается в улучшении,"Информатика, Всеобщая история, Технология","Биология, Физическая культура"
393,8,Ж,4,5,5,16,Русский язык,3,Литература,4,Иностранный язык,4,Алгебра,3,Геометрия,4,Информатика,3,История России,3,Всеобщая история,3,Обществознание,4,География,4,Физика,5,Химия,4,Биология,3,Технология,5,Основы безопасности жизнедеятельности,3,Физическая культура,3,84,4,3.625,Выше среднего,"Физика, Технология",
394,8,Ж,6,1,1,15,Русский язык,3,Литература,3,Иностранный язык,4,Алгебра,3,Геометрия,4,Информатика,2,История России,5,Всеобщая история,3,Обществознание,2,География,4,Физика,3,Химия,3,Биология,2,Технология,4,Основы безопасности жизнедеятельности,3,Физическая культура,3,54,2,3.1875,Нуждается в улучшении,История России,"Информатика, Обществознание, Биология"
395,8,Ж,7,1,2,16,Русский язык,3,Литература,4,Иностранный язык,3,Алгебра,4,Геометрия,2,Информатика,4,История России,5,Всеобщая история,2,Обществознание,5,География,4,Физика,4,Химия,5,Биология,5,Технология,5,Основы безопасности жизнедеятельности,5,Физическая культура,2,99,3,3.875,Выше среднего,"История России, Обществознание, Химия, Биология, Технология, Основы безопасности жизнедеятельности","Геометрия, Всеобщая история, Физическая культура"
396,8,М,6,3,3,16,Русский язык,3,Литература,5,Иностранный язык,3,Алгебра,2,Геометрия,5,Информатика,3,История России,5,Всеобщая история,2,Обществознание,3,География,5,Физика,5,Химия,4,Биология,4,Технология,2,Основы безопасности жизнедеятельности,4,Физическая культура,4,70,2,3.6875,Выше среднего,"Литература, Геометрия, История России, География, Физика","Алгебра, Всеобщая история, Технология"
397,8,М,1,5,2,15,Русский язык,5,Литература,4,Иностранный язык,2,Алгебра,4,Геометрия,4,Информатика,4,История России,5,Всеобщая история,3,Обществознание,4,География,3,Физика,4,Химия,5,Биология,4,Технология,3,Основы безопасности жизнедеятельности,4,Физическая культура,3,66,1,3.8125,Выше среднего,"Русский язык, История России, Химия",Иностранный язык
398,8,Ж,8,3,2,16,Русский язык,3,Литература,5,Иностранный язык,5,Алгебра,5,Геометрия,3,Информатика,5,История России,5,Всеобщая история,2,Обществознание,5,География,5,Физика,2,Химия,3,Биология,5,Технология,5,Основы безопасности жизнедеятельности,2,Физическая культура,3,88,4,3.9375,Выше среднего,"Литература, Иностранный язык, Алгебра, Информатика, История России, Обществознание, География, Биология, Технология","Всеобщая история, Физика, Основы безопасности жизнедеятельности"
399,8,Ж,10,3,1,15,Русский язык,4,Литература,5,Иностранный язык,3,Алгебра,3,Геометрия,2,Информатика,4,История России,4,Всеобщая история,3,Обществознание,3,География,5,Физика,4,Химия,5,Биология,5,Технология,3,Основы безопасности жизнедеятельности,3,Физическая культура,2,63,5,3.625,Выше среднего,"Литература, География, Химия, Биология","Геометрия, Физическая культура"
400,8,М,7,1,2,16,Русский язык,4,Литература,3,Иностранный язык,4,Алгебра,3,Геометрия,5,Информатика,5,История России,2,Всеобщая история,2,Обществознание,3,География,3,Физика,5,Химия,3,Биология,5,Технология,2,Основы безопасности жизнедеятельности,5,Физическая культура,3,81,1,3.5625,Выше среднего,"Геометрия, Информатика, Физика, Биология, Основы безопасности жизнедеятельности","История России, Всеобщая история, Технология"
401,8,Ж,6,5,4,16,Русский язык,2,Литература,3,Иностранный язык,4,Алгебра,3,Геометрия,3,Информатика,3,История России,2,Всеобщая история,4,Обществознание,2,География,5,Физика,3,Химия,5,Биология,5,Технология,3,Основы безопасности жизнедеятельности,4,Физическая культура,3,64,3,3.375,Нуждается в улучшении,"География, Химия, Биология","Русский язык, История России, Обществознание"
402,8,М,6,1,2,16,Русский язык,5,Литература,3,Иностранный язык,4,Алгебра,4,Геометрия,5,Информатика,4,История России,4,Всеобщая история,5,Обществознание,2,География,5,Физика,4,Химия,2,Биология,3,Технология,3,Основы безопасности жизнедеятельности,5,Физическая культура,3,70,3,3.8125,Выше среднего,"Русский язык, Геометрия, Всеобщая история, География, Основы безопасности жизнедеятельности","Обществознание, Химия"
403,8,М,5,3,3,16,Русский язык,4,Литература,4,Иностранный язык,5,Алгебра,5,Геометрия,3,Информатика,5,История России,3,Всеобщая история,5,Обществознание,2,География,5,Физика,5,Химия,4,Биология,2,Технология,4,Основы безопасности жизнедеятельности,3,Физическая культура,3,63,2,3.875,Выше среднего,"Иностранный язык, Алгебра, Информатика, Всеобщая история, География, Физика","Обществознание, Биология"
404,8,М,6,5,3,16,Русский язык,3,Литература,3,Иностранный язык,4,Алгебра,3,Геометрия,3,Информатика,4,История России,4,Всеобщая история,4,Обществознание,3,География,4,Физика,5,Химия,4,Биология,2,Технология,3,Основы безопасности жизнедеятельности,5,Физическая культура,2,90,4,3.5,Нуждается в улучшении,"Физика, Основы безопасности жизнедеятельности","Биология, Физическая культура"
405,8,М,9,3,5,16,Русский язык,3,Литература,5,Иностранный язык,4,Алгебра,2,Геометрия,4,Информатика,4,История России,3,Всеобщая история,5,Обществознание,3,География,4,Физика,4,Химия,4,Биология,2,Технология,3,Основы безопасности жизнедеятельности,2,Физическая культура,3,65,4,3.4375,Нуждается в улучшении,"Литература, Всеобщая история","Алгебра, Биология, Основы безопасности жизнедеятельности"
406,8,М,10,4,3,16,Русский язык,3,Литература,4,Иностранный язык,4,Алгебра,3,Геометрия,2,Информатика,4,История России,4,Всеобщая история,2,Обществознание,5,География,2,Физика,5,Химия,3,Биология,2,Технология,2,Основы безопасности жизнедеятельности,2,Физическая культура,4,50,1,3.1875,Нуждается в улучшении,"Обществознание, Физика","Геометрия, Всеобщая история, География, Биология, Технология, Основы безопасности жизнедеятельности"
407,8,Ж,9,5,2,15,Русский язык,2,Литература,3,Иностранный язык,2,Алгебра,3,Геометрия,3,Информатика,5,История России,3,Всеобщая история,2,Обществознание,5,География,4,Физика,3,Химия,4,Биология,5,Технология,4,Основы безопасности жизнедеятельности,4,Физическая культура,2,89,1,3.375,Нуждается в улучшении,"Информатика, Обществознание, Биология","Русский язык, Иностранный язык, Всеобщая история, Физическая культура"
408,8,М,10,5,3,15,Русский язык,3,Литература,4,Иностранный язык,3,Алгебра,4,Геометрия,3,Информатика,2,История России,4,Всеобщая история,3,Обществознание,3,География,3,Физика,5,Химия,3,Биология,5,Технология,5,Основы безопасности жизнедеятельности,4,Физическая культура,3,67,1,3.5625,Выше среднего,"Физика, Биология, Технология",Информатика
409,8,Ж,8,3,1,15,Русский язык,4,Литература,3,Иностранный язык,5,Алгебра,2,Геометрия,5,Информатика,3,История России,4,Всеобщая история,5,Обществознание,2,География,3,Физика,3,Химия,4,Биология,4,Технология,4,Основы безопасности жизнедеятельности,3,Физическая культура,4,83,5,3.625,Выше среднего,"Иностранный язык, Геометрия, Всеобщая история","Алгебра, Обществознание"
410,8,Ж,10,4,3,15,Русский язык,5,Литература,5,Иностранный язык,5,Алгебра,3,Геометрия,4,Информатика,3,История России,3,Всеобщая история,5,Обществознание,3,География,5,Физика,3,Химия,4,Биология,4,Технология,3,Основы безопасности жизнедеятельности,4,Физическая культура,5,75,5,4.0,Выше среднего,"Русский язык, Литература, Иностранный язык, Всеобщая история, География, Физическая культура",
411,8,М,9,2,4,16,Русский язык,4,Литература,4,Иностранный язык,4,Алгебра,4,Геометрия,3,Информатика,5,История России,5,Всеобщая история,4,Обществознание,4,География,2,Физика,4,Химия,3,Биология,4,Технология,3,Основы безопасности жизнедеятельности,4,Физическая культура,5,85,3,3.875,Выше среднего,"Информатика, История России, Физическая культура",География
412,8,М,10,1,1,16,Русский язык,2,Литература,2,Иностранный язык,3,Алгебра,3,Геометрия,3,Информатика,5,История России,4,Всеобщая история,3,Обществознание,4,География,4,Физика,2,Химия,5,Биология,3,Технология,3,Основы безопасности жизнедеятельности,5,Физическая культура,5,70,3,3.5,Нуждается в улучшении,"Информатика, Химия, Основы безопасности жизнедеятельности, Физическая культура","Русский язык, Литература, Физика"
413,8,Ж,8,3,5,16,Русский язык,2,Литература,3,Иностранный язык,2,Алгебра,4,Геометрия,4,Информатика,2,История России,5,Всеобщая история,4,Обществознание,5,География,3,Физика,3,Химия,2,Биология,5,Технология,2,Основы безопасности жизнедеятельности,2,Физическая культура,5,50,3,3.3125,Нуждается в улучшении,"История России, Обществознание, Биология, Физическая культура","Русский язык, Иностранный язык, Информатика, Химия, Технология, Основы безопасности жизнедеятельности"
414,8,М,8,5,4,15,Русский язык,3,Литература,5,Иностранный язык,3,Алгебра,2,Геометрия,3,Информатика,2,История России,3,Всеобщая история,3,Обществознание,2,География,2,Физика,3,Химия,3,Биология,3,Технология,4,Основы безопасности жизнедеятельности,2,Физическая культура,4,76,4,2.9375,Нуждается в улучшении,Литература,"Алгебра, Информатика, Обществознание, География, Основы безопасности жизнедеятельности"
415,8,М,1,1,2,15,Русский язык,3,Литература,4,Иностранный язык,5,Алгебра,5,Геометрия,3,Информатика,5,История России,3,Всеобщая история,4,Обществознание,5,География,4,Физика,2,Химия,4,Биология,4,Технология,2,Основы безопасности жизнедеятельности,5,Физическая культура,5,60,3,3.9375,Выше среднего,"Иностранный язык, Алгебра, Информатика, Обществознание, Основы безопасности жизнедеятельности, Физическая культура","Физика, Технология"
416,8,Ж,10,1,2,15,Русский язык,2,Литература,5,Иностранный язык,4,Алгебра,3,Геометрия,3,Информатика,3,История России,2,Всеобщая история,4,Обществознание,4,География,3,Физика,3,Химия,5,Биология,3,Технология,3,Основы безопасности жизнедеятельности,4,Физическая культура,4,87,2,3.4375,Нуждается в улучшении,"Литература, Химия","Русский язык, История России"
417,8,Ж,5,1,2,16,Русский язык,5,Литература,2,Иностранный язык,5,Алгебра,5,Геометрия,4,Информатика,3,История России,2,Всеобщая история,2,Обществознание,5,География,5,Физика,5,Химия,4,Биология,5,Технология,4,Основы безопасности жизнедеятельности,4,Физическая культура,3,63,1,3.9375,Выше среднего,"Русский язык, Иностранный язык, Алгебра, Обществознание, География, Физика, Биология","Литература, История России, Всеобщая история"
418,8,М,4,2,4,15,Русский язык,2,Литература,3,Иностранный язык,4,Алгебра,3,Геометрия,3,Информатика,2,История России,2,Всеобщая история,2,Обществознание,4,География,3,Физика,3,Химия,5,Биология,4,Технология,4,Основы безопасности жизнедеятельности,2,Физическая культура,3,77,4,3.0625,Нуждается в улучшении,Химия,"Русский язык, Информатика, История России, Всеобщая история, Основы безопасности жизнедеятельности"
419,8,Ж,2,0,4,16,Русский язык,5,Литература,3,Иностранный язык,2,Алгебра,5,Геометрия,4,Информатика,3,История России,2,Всеобщая история,5,Обществознание,3,География,3,Физика,4,Химия,4,Биология,4,Технология,4,Основы безопасности жизнедеятельности,5,Физическая культура,4,76,5,3.75,Выше среднего,"Русский язык, Алгебра, Всеобщая история, Основы безопасности жизнедеятельности","Иностранный язык, История России"
420,8,М,8,3,4,15,Русский язык,2,Литература,4,Иностранный язык,2,Алгебра,3,Геометрия,4,Информатика,4,История России,5,Всеобщая история,4,Обществознание,4,География,2,Физика,4,Химия,5,Биология,2,Технология,4,Основы безопасности жизнедеятельности,5,Физическая культура,5,71,1,3.6875,Выше среднего,"История России, Химия, Основы безопасности жизнедеятельности, Физическая культура","Русский язык, Иностранный язык, География, Биология"
