ID,Класс,Пол,Уровень тревожности (1-10),Пропуски занятий,Оценка отношений с учителями (1-5),Возраст,Русский язык,Литература,Иностранный язык,Математика,Алгебра,Геометрия,Информатика,История России,Всеобщая история,Обществознание,География,Физика,Химия,Биология,Музыка,Изобразительное искусство,Технология,Основы безопасности жизнедеятельности,Физическая культура,Когнитивные способности,Результаты анкет,Средний балл,Диагностика профиля способностей и достижений,Сильные стороны,Слабые стороны
867,7,М,1,0,2,14,3,4,5,,4,4,5,4,3,2,5,3,,4,5,5,4,2,3,94,4,3.6666666666666665,Выше среднего,"Иностранный язык, Информатика, География","Обществознание, Основы безопасности жизнедеятельности"
868,7,Ж,7,5,1,14,3,5,4,,3,4,4,4,3,4,3,3,,5,4,3,3,3,3,83,3,3.6,Выше среднего,"Литература, Биология",
869,7,М,8,2,4,14,4,2,3,,5,3,5,2,2,5,4,5,,4,5,3,5,4,3,68,5,3.7333333333333334,Выше среднего,"Алгебра, Информатика, Обществознание, Физика, Технология","Литература, История России, Всеобщая история"
870,7,Ж,6,2,4,15,2,5,4,,4,3,4,3,5,3,5,2,,5,3,4,5,2,2,60,2,3.6,Выше среднего,"Литература, Всеобщая история, География, Биология, Технология","Русский язык, Физика, Основы безопасности жизнедеятельности, Физическая культура"
871,7,М,5,0,5,14,2,5,4,,4,4,5,3,5,5,3,3,,3,3,3,2,5,3,82,3,3.7333333333333334,Выше среднего,"Литература, Информатика, Всеобщая история, Обществознание, Основы безопасности жизнедеятельности","Русский язык, Технология"
872,7,Ж,6,2,1,15,3,2,5,,4,2,3,2,4,5,2,4,,5,4,4,3,4,3,82,3,3.4,Нуждается в улучшении,"Иностранный язык, Обществознание, Биология","Литература, Геометрия, История России, География"
873,7,Ж,2,1,4,15,4,3,5,,4,5,5,3,4,4,3,5,,2,3,3,2,2,2,57,1,3.533333333333333,Выше среднего,"Иностранный язык, Геометрия, Информатика, Физика","Биология, Технология, Основы безопасности жизнедеятельности, Физическая культура"
874,7,М,1,0,1,14,5,5,4,,3,5,3,3,4,3,3,5,,4,4,3,3,5,4,94,1,3.933333333333333,Выше среднего,"Русский язык, Литература, Геометрия, Физика, Основы безопасности жизнедеятельности",
875,7,Ж,7,2,1,15,5,4,5,,4,3,2,5,3,5,4,5,,5,5,3,3,5,4,57,3,4.133333333333334,Выше среднего,"Русский язык, Иностранный язык, История России, Обществознание, Физика, Биология, Основы безопасности жизнедеятельности",Информатика
876,7,М,7,4,5,14,4,5,5,,5,4,3,3,2,5,2,3,,5,4,3,4,3,3,83,5,3.7333333333333334,Выше среднего,"Литература, Иностранный язык, Алгебра, Обществознание, Биология","Всеобщая история, География"
877,7,Ж,10,5,1,15,2,4,3,,3,5,4,3,3,4,2,3,,3,3,3,5,2,4,89,2,3.3333333333333335,Нуждается в улучшении,"Геометрия, Технология","Русский язык, География, Основы безопасности жизнедеятельности"
878,7,Ж,10,2,2,15,4,4,2,,4,3,3,5,5,3,4,5,,3,4,3,2,3,4,76,4,3.6,Выше среднего,"История России, Всеобщая история, Физика","Иностранный язык, Технология"
879,7,М,2,1,2,14,4,2,5,,5,4,4,3,3,5,4,5,,4,4,4,3,5,5,78,1,4.066666666666666,Выше среднего,"Иностранный язык, Алгебра, Обществознание, Физика, Основы безопасности жизнедеятельности, Физическая культура",Литература
880,7,М,2,3,3,15,3,4,3,,5,2,5,3,4,3,3,4,,3,4,3,3,3,5,63,2,3.533333333333333,Выше среднего,"Алгебра, Информатика, Физическая культура",Геометрия
881,7,М,1,2,5,14,2,2,2,,4,4,3,3,2,3,4,3,,4,4,4,5,5,4,83,3,3.3333333333333335,Нуждается в улучшении,"Технология, Основы безопасности жизнедеятельности","Русский язык, Литература, Иностранный язык, Всеобщая история"
882,7,Ж,10,3,3,15,3,4,3,,4,5,4,3,2,4,4,3,,3,4,4,3,4,5,94,2,3.6,Выше среднего,"Геометрия, Физическая культура",Всеобщая история
883,7,М,8,4,2,14,5,5,3,,5,4,3,3,4,5,2,5,,3,4,5,2,4,4,86,2,3.8,Выше среднего,"Русский язык, Литература, Алгебра, Обществознание, Физика","География, Технология"
884,7,Ж,8,2,3,15,3,4,3,,5,4,4,3,3,5,4,3,,2,4,5,2,3,3,50,2,3.4,Нуждается в улучшении,"Алгебра, Обществознание","Биология, Технология"
885,7,Ж,1,0,5,14,5,5,3,,5,5,4,5,5,4,5,4,,2,4,3,4,3,3,58,3,4.133333333333334,Выше среднего,"Русский язык, Литература, Алгебра, Геометрия, История России, Всеобщая история, География",Биология
886,7,М,8,3,5,14,3,4,5,,4,4,3,3,3,4,3,5,,5,3,2,3,2,3,59,1,3.6,Выше среднего,"Иностранный язык, Физика, Биология",Основы безопасности жизнедеятельности
887,7,М,9,4,1,15,3,4,4,,3,4,5,3,3,3,5,4,,4,4,4,5,3,2,79,4,3.6666666666666665,Выше среднего,"Информатика, География, Технология",Физическая культура
888,7,Ж,4,0,4,14,3,4,4,,2,4,4,4,4,5,5,3,,4,4,5,3,4,3,92,5,3.7333333333333334,Выше среднего,"Обществознание, География",Алгебра
889,7,Ж,1,0,1,15,4,5,2,,3,4,5,3,5,4,5,3,,3,2,3,2,5,2,67,1,3.6666666666666665,Выше среднего,"Литература, Информатика, Всеобщая история, География, Основы безопасности жизнедеятельности","Иностранный язык, Технология, Физическая культура"
890,7,М,1,0,5,15,2,4,4,,5,5,4,3,2,5,4,2,,2,5,4,3,5,5,66,4,3.6666666666666665,Выше среднего,"Алгебра, Геометрия, Обществознание, Основы безопасности жизнедеятельности, Физическая культура","Русский язык, Всеобщая история, Физика, Биология"
891,7,М,3,0,2,14,2,3,4,,5,5,5,5,4,4,4,4,,3,3,5,5,2,2,55,3,3.8,Выше среднего,"Алгебра, Геометрия, Информатика, История России, Технология","Русский язык, Основы безопасности жизнедеятельности, Физическая культура"
892,7,М,5,2,2,14,3,5,4,,4,5,3,5,5,5,5,4,,3,2,5,3,2,4,60,4,4.0,Выше среднего,"Литература, Геометрия, История России, Всеобщая история, Обществознание, География",Основы безопасности жизнедеятельности
893,7,М,5,5,1,14,2,4,3,,4,4,3,5,2,5,4,3,,5,4,4,5,5,5,73,3,3.933333333333333,Выше среднего,"История России, Обществознание, Биология, Технология, Основы безопасности жизнедеятельности, Физическая культура","Русский язык, Всеобщая история"
894,7,М,9,2,5,14,3,2,3,,3,2,4,3,5,3,4,3,,5,3,2,3,5,4,85,4,3.466666666666667,Нуждается в улучшении,"Всеобщая история, Биология, Основы безопасности жизнедеятельности","Литература, Геометрия"
895,7,Ж,10,2,2,14,5,4,5,,4,5,5,5,3,2,3,2,,5,4,2,3,2,4,82,1,3.8,Выше среднего,"Русский язык, Иностранный язык, Геометрия, Информатика, История России, Биология","Обществознание, Физика, Основы безопасности жизнедеятельности"
896,7,Ж,2,4,5,15,4,5,4,,4,4,3,3,3,3,3,5,,4,4,3,5,4,4,82,3,3.8666666666666667,Выше среднего,"Литература, Физика, Технология",
897,7,Ж,2,4,2,14,4,4,4,,3,5,5,3,4,5,3,5,,4,3,2,3,3,3,67,2,3.8666666666666667,Выше среднего,"Геометрия, Информатика, Обществознание, Физика",
898,7,Ж,6,5,5,15,3,3,4,,3,3,2,4,3,4,3,3,,5,5,5,3,3,3,54,3,3.2666666666666666,Нуждается в улучшении,Биология,Информатика
899,7,М,9,4,3,14,3,5,3,,4,5,3,4,4,4,4,5,,4,3,2,2,4,5,80,3,3.933333333333333,Выше среднего,"Литература, Геометрия, Физика, Физическая культура",Технология
900,7,М,1,1,5,14,2,5,5,,3,2,3,2,4,3,5,4,,4,4,2,3,5,2,65,4,3.466666666666667,Нуждается в улучшении,"Литература, Иностранный язык, География, Основы безопасности жизнедеятельности","Русский язык, Геометрия, История России, Физическая культура"
901,8,М,9,5,5,15,4,4,2,,5,3,4,4,2,4,5,5,4,4,5,3,3,3,5,51,3,3.8125,Выше среднего,"Алгебра, География, Физика, Физическая культура","Иностранный язык, Всеобщая история"
902,8,Ж,9,4,1,16,4,3,4,,3,4,5,5,5,4,5,4,3,4,4,4,3,4,2,58,4,3.875,Выше среднего,"Информатика, История России, Всеобщая история, География",Физическая культура
903,8,Ж,9,5,3,15,3,3,5,,5,4,3,3,4,3,5,5,4,4,5,4,3,4,4,51,1,3.875,Выше среднего,"Иностранный язык, Алгебра, География, Физика",
904,8,М,5,2,4,15,5,4,5,,3,3,4,4,4,5,5,3,5,4,5,4,4,4,4,86,3,4.125,Выше среднего,"Русский язык, Иностранный язык, Обществознание, География, Химия",
905,8,М,9,2,1,16,4,5,3,,3,4,3,3,3,3,5,4,5,4,5,5,4,4,5,69,2,3.875,Выше среднего,"Литература, География, Химия, Физическая культура",
906,8,Ж,4,5,4,16,3,3,3,,4,3,4,3,2,3,2,5,3,5,3,4,3,2,3,66,2,3.1875,Нуждается в улучшении,"Физика, Биология","Всеобщая история, География, Основы безопасности жизнедеятельности"
907,8,Ж,2,1,2,16,2,3,4,,5,2,2,3,4,3,3,2,4,3,4,2,4,2,5,74,1,3.1875,Нуждается в улучшении,"Алгебра, Физическая культура","Русский язык, Геометрия, Информатика, Физика, Основы безопасности жизнедеятельности"
908,8,М,6,1,4,16,4,2,5,,4,3,4,4,5,2,4,2,2,4,5,5,3,4,3,68,2,3.4375,Нуждается в улучшении,"Иностранный язык, Всеобщая история","Литература, Обществознание, Физика, Химия"
909,8,М,4,5,5,15,5,4,4,,3,5,4,3,2,4,2,3,4,2,5,5,4,4,4,91,4,3.5625,Выше среднего,"Русский язык, Геометрия","Всеобщая история, География, Биология"
910,8,Ж,6,4,4,16,3,2,4,,2,3,4,5,4,3,5,3,5,5,5,2,4,2,4,57,3,3.625,Выше среднего,"История России, География, Химия, Биология","Литература, Алгебра, Основы безопасности жизнедеятельности"
911,8,М,3,3,1,15,3,2,3,,4,2,2,5,4,5,2,3,3,3,5,3,4,4,2,60,5,3.1875,Нуждается в улучшении,"История России, Обществознание","Литература, Геометрия, Информатика, География, Физическая культура"
912,8,М,6,1,1,15,4,2,4,,2,4,3,5,3,3,3,4,4,3,4,5,4,5,4,62,3,3.5625,Выше среднего,"История России, Основы безопасности жизнедеятельности","Литература, Алгебра"
913,8,М,2,0,4,15,3,4,4,,3,3,4,3,5,4,2,3,5,5,2,3,3,4,3,62,3,3.625,Выше среднего,"Всеобщая история, Химия, Биология",География
914,8,Ж,2,2,1,15,4,3,5,,4,5,5,2,2,4,4,3,4,4,3,4,3,4,3,58,5,3.6875,Выше среднего,"Иностранный язык, Геометрия, Информатика","История России, Всеобщая история"
915,8,Ж,9,5,1,15,4,3,3,,2,5,5,3,3,5,4,5,3,3,2,5,4,4,5,54,2,3.8125,Выше среднего,"Геометрия, Информатика, Обществознание, Физика, Физическая культура",Алгебра
916,8,Ж,7,0,4,15,2,5,5,,2,5,5,4,2,3,4,4,3,3,3,2,3,3,5,67,2,3.625,Выше среднего,"Литература, Иностранный язык, Геометрия, Информатика, Физическая культура","Русский язык, Алгебра, Всеобщая история"
917,8,Ж,3,5,3,16,2,3,3,,2,3,5,5,3,5,3,3,4,5,3,4,3,4,4,89,3,3.5625,Выше среднего,"Информатика, История России, Обществознание, Биология","Русский язык, Алгебра"
918,8,Ж,1,2,3,15,4,3,4,,5,4,3,5,3,4,4,3,3,2,2,3,3,2,4,63,2,3.5,Нуждается в улучшении,"Алгебра, История России","Биология, Основы безопасности жизнедеятельности"
919,8,Ж,8,2,2,15,3,5,5,,3,4,3,4,5,2,4,4,4,2,3,2,3,4,4,83,4,3.6875,Выше среднего,"Литература, Иностранный язык, Всеобщая история","Обществознание, Биология"
920,8,Ж,6,1,1,15,2,3,3,,5,3,2,2,4,3,5,5,3,4,5,4,4,4,5,71,4,3.5625,Выше среднего,"Алгебра, География, Физика, Физическая культура","Русский язык, Информатика, История России"
921,8,М,7,1,4,16,5,4,3,,3,2,3,5,2,3,3,3,5,4,3,2,2,2,5,97,5,3.375,Нуждается в улучшении,"Русский язык, История России, Химия, Физическая культура","Геометрия, Всеобщая история, Технология, Основы безопасности жизнедеятельности"
922,8,М,9,0,1,16,3,2,5,,5,4,4,3,4,5,2,5,3,4,3,4,2,2,4,82,3,3.5625,Выше среднего,"Иностранный язык, Алгебра, Обществознание, Физика","Литература, География, Технология, Основы безопасности жизнедеятельности"
923,8,М,5,5,5,15,4,5,4,,3,2,5,2,4,3,2,5,3,4,4,3,5,3,3,73,4,3.5625,Выше среднего,"Литература, Информатика, Физика, Технология","Геометрия, История России, География"
924,8,М,1,2,1,16,3,3,2,,4,5,3,5,3,3,5,5,4,5,5,2,3,4,3,78,1,3.75,Выше среднего,"Геометрия, История России, География, Физика, Биология",Иностранный язык
925,8,М,10,0,1,15,4,5,3,,5,5,4,4,2,2,3,2,2,5,3,2,3,3,3,62,2,3.4375,Нуждается в улучшении,"Литература, Алгебра, Геометрия, Биология","Всеобщая история, Обществознание, Физика, Химия"
926,8,М,7,3,3,16,3,3,4,,5,3,4,2,2,3,2,2,4,5,3,5,5,3,5,99,3,3.4375,Нуждается в улучшении,"Алгебра, Биология, Технология, Физическая культура","История России, Всеобщая история, География, Физика"
927,8,М,5,0,4,15,5,3,5,,5,3,4,3,3,4,3,3,3,3,3,3,2,4,5,76,4,3.625,Выше среднего,"Русский язык, Иностранный язык, Алгебра, Физическая культура",Технология
928,8,Ж,3,4,1,16,4,5,3,,5,5,3,2,5,4,5,2,3,4,3,3,5,3,4,50,5,3.875,Выше среднего,"Литература, Алгебра, Геометрия, Всеобщая история, География, Технология","История России, Физика"
929,8,Ж,9,0,3,16,2,5,5,,3,3,5,4,4,2,4,2,2,4,2,4,2,3,5,56,4,3.4375,Нуждается в улучшении,"Литература, Иностранный язык, Информатика, Физическая культура","Русский язык, Обществознание, Физика, Химия, Технология"
930,8,М,1,4,2,16,3,2,2,,4,5,3,3,5,2,4,2,3,4,4,4,3,5,3,53,1,3.3125,Нуждается в улучшении,"Геометрия, Всеобщая история, Основы безопасности жизнедеятельности","Литература, Иностранный язык, Обществознание, Физика"
931,8,М,1,4,3,15,3,5,3,,4,3,5,5,5,3,4,4,5,3,5,2,2,5,4,59,4,3.9375,Выше среднего,"Литература, Информатика, История России, Всеобщая история, Химия, Основы безопасности жизнедеятельности",Технология
932,8,Ж,1,4,3,15,4,3,3,,5,5,5,3,3,4,2,2,2,4,4,5,4,3,4,89,3,3.5,Нуждается в улучшении,"Алгебра, Геометрия, Информатика","География, Физика, Химия"
933,8,М,3,3,3,15,5,4,5,,3,4,3,4,5,5,3,2,5,5,3,5,5,4,4,84,5,4.125,Выше среднего,"Русский язык, Иностранный язык, Всеобщая история, Обществознание, Химия, Биология, Технология",Физика
934,8,М,6,0,1,16,4,3,3,,5,2,3,2,2,2,3,5,3,3,3,3,5,4,4,88,5,3.3125,Нуждается в улучшении,"Алгебра, Физика, Технология","Геометрия, История России, Всеобщая история, Обществознание"
935,8,Ж,10,0,1,16,2,4,5,,4,3,4,3,2,3,3,2,4,4,3,3,4,5,3,65,1,3.4375,Нуждается в улучшении,"Иностранный язык, Основы безопасности жизнедеятельности","Русский язык, Всеобщая история, Физика"
936,8,М,3,3,2,15,4,3,4,,4,4,4,4,4,3,5,4,4,4,3,5,3,4,4,76,3,3.875,Выше среднего,География,
937,8,Ж,8,2,5,16,2,3,5,,3,5,2,4,3,5,4,4,5,3,4,3,5,4,4,69,1,3.8125,Выше среднего,"Иностранный язык, Геометрия, Обществознание, Химия, Технология","Русский язык, Информатика"
938,8,М,10,1,5,15,5,2,5,,3,2,5,3,3,4,4,5,5,4,5,5,5,5,5,59,1,4.0625,Выше среднего,"Русский язык, Иностранный язык, Информатика, Физика, Химия, Технология, Основы безопасности жизнедеятельности, Физическая культура","Литература, Геометрия"
939,8,Ж,2,0,5,15,4,2,4,,4,4,3,4,4,3,3,5,5,3,2,2,3,2,4,94,1,3.5625,Выше среднего,"Физика, Химия","Литература, Основы безопасности жизнедеятельности"
940,8,Ж,9,1,2,15,3,5,5,,4,3,3,5,5,3,3,3,5,4,5,4,5,4,3,82,4,3.9375,Выше среднего,"Литература, Иностранный язык, История России, Всеобщая история, Химия, Технология",
941,8,Ж,3,5,5,15,3,5,4,,5,5,4,3,3,3,3,5,3,5,5,5,5,3,4,56,2,3.9375,Выше среднего,"Литература, Алгебра, Геометрия, Физика, Биология, Технология",
942,8,М,5,5,5,16,5,5,5,,4,5,3,2,3,4,4,3,5,5,2,3,4,5,2,91,4,4.0,Выше среднего,"Русский язык, Литература, Иностранный язык, Геометрия, Химия, Биология, Основы безопасности жизнедеятельности","История России, Физическая культура"
943,8,Ж,10,3,3,16,5,3,3,,4,3,3,3,4,2,3,4,5,3,3,3,2,5,3,93,3,3.4375,Нуждается в улучшении,"Русский язык, Химия, Основы безопасности жизнедеятельности","Обществознание, Технология"
944,8,М,8,5,1,16,3,3,2,,5,3,4,4,4,3,3,3,2,2,3,4,5,3,4,95,1,3.3125,Нуждается в улучшении,"Алгебра, Технология","Иностранный язык, Химия, Биология"
945,8,М,2,5,1,15,3,4,4,,4,2,3,2,3,4,4,4,5,5,4,5,2,3,2,71,1,3.375,Нуждается в улучшении,"Химия, Биология","Геометрия, История России, Технология, Физическая культура"
946,8,М,6,2,3,16,4,5,3,,4,4,4,3,5,3,5,4,4,3,2,3,4,3,4,92,2,3.875,Выше среднего,"Литература, Всеобщая история, География",
947,8,М,5,2,3,15,2,4,3,,3,3,5,4,4,4,3,4,5,2,3,5,2,2,3,66,5,3.3125,Нуждается в улучшении,"Информатика, Химия","Русский язык, Биология, Технология, Основы безопасности жизнедеятельности"
948,8,Ж,10,2,3,15,2,5,4,,3,3,5,5,4,3,2,4,5,3,5,4,5,4,2,58,1,3.6875,Выше среднего,"Литература, Информатика, История России, Химия, Технология","Русский язык, География, Физическая культура"
949,8,Ж,9,5,1,15,2,5,3,,4,5,2,3,5,5,3,3,5,4,2,5,3,4,3,89,4,3.6875,Выше среднего,"Литература, Геометрия, Всеобщая история, Обществознание, Химия","Русский язык, Информатика"
950,8,М,5,3,5,15,3,5,4,,5,4,2,3,5,2,4,3,5,5,3,4,4,4,3,59,1,3.8125,Выше среднего,"Литература, Алгебра, Всеобщая история, Химия, Биология","Информатика, Обществознание"
951,8,М,2,4,3,15,4,3,2,,3,4,4,4,2,5,3,4,2,5,5,4,3,4,2,85,3,3.375,Нуждается в улучшении,"Обществознание, Биология","Иностранный язык, Всеобщая история, Химия, Физическая культура"
952,8,Ж,5,4,2,15,5,2,5,,3,3,4,3,2,3,4,3,2,3,5,5,4,2,3,80,2,3.1875,Нуждается в улучшении,"Русский язык, Иностранный язык","Литература, Всеобщая история, Химия, Основы безопасности жизнедеятельности"
953,8,М,4,1,3,16,4,4,5,,4,2,5,3,5,3,4,3,2,3,3,3,5,4,3,80,5,3.6875,Выше среднего,"Иностранный язык, Информатика, Всеобщая история, Технология","Геометрия, Химия"
954,8,Ж,7,4,4,16,2,4,5,,2,3,4,4,5,5,3,4,2,4,3,5,5,5,3,54,3,3.75,Выше среднего,"Иностранный язык, Всеобщая история, Обществознание, Технология, Основы безопасности жизнедеятельности","Русский язык, Алгебра, Химия"
955,8,М,6,4,3,16,4,3,3,,4,4,3,5,4,5,2,5,3,5,4,3,2,4,3,67,4,3.6875,Выше среднего,"История России, Обществознание, Физика, Биология","География, Технология"
956,8,М,2,2,1,16,4,3,4,,4,4,4,5,3,2,3,2,4,3,5,2,3,2,3,55,3,3.3125,Нуждается в улучшении,История России,"Обществознание, Физика, Основы безопасности жизнедеятельности"
957,8,Ж,5,2,3,15,2,5,5,,3,5,5,3,4,5,3,4,3,3,5,4,3,2,2,91,1,3.5625,Выше среднего,"Литература, Иностранный язык, Геометрия, Информатика, Обществознание","Русский язык, Основы безопасности жизнедеятельности, Физическая культура"
958,8,М,7,5,4,15,5,4,5,,5,3,5,5,3,3,3,2,4,3,2,3,4,3,2,99,2,3.6875,Выше среднего,"Русский язык, Иностранный язык, Алгебра, Информатика, История России","Физика, Физическая культура"
959,8,Ж,7,1,2,16,3,3,5,,4,3,3,3,5,4,4,3,5,5,4,5,5,5,4,77,1,4.0,Выше среднего,"Иностранный язык, Всеобщая история, Химия, Биология, Технология, Основы безопасности жизнедеятельности",
960,8,М,5,0,5,16,5,4,3,,4,5,4,3,3,2,4,3,4,3,3,5,4,3,3,92,2,3.5625,Выше среднего,"Русский язык, Геометрия",Обществознание
961,8,М,9,1,3,16,3,4,4,,3,3,3,5,5,3,2,4,4,5,5,3,3,5,4,73,4,3.75,Выше среднего,"История России, Всеобщая история, Биология, Основы безопасности жизнедеятельности",География
962,8,М,4,1,4,16,4,5,5,,3,3,4,5,3,4,4,5,3,4,3,2,3,5,3,54,3,3.9375,Выше среднего,"Литература, Иностранный язык, История России, Физика, Основы безопасности жизнедеятельности",
963,8,Ж,3,3,4,16,2,3,3,,5,2,2,3,5,4,3,3,2,3,3,4,4,4,5,77,2,3.3125,Нуждается в улучшении,"Алгебра, Всеобщая история, Физическая культура","Русский язык, Геометрия, Информатика, Химия"
964,8,М,4,5,2,16,4,4,4,,3,5,5,2,3,4,4,4,4,3,2,5,3,3,3,52,3,3.625,Выше среднего,"Геометрия, Информатика",История России
965,8,М,5,3,1,16,3,4,5,,3,5,4,3,5,4,5,3,4,2,3,5,2,4,4,67,2,3.75,Выше среднего,"Иностранный язык, Геометрия, Всеобщая история, География","Биология, Технология"
966,8,М,6,1,3,16,5,2,4,,3,2,5,4,5,5,5,3,4,4,3,2,3,5,3,53,1,3.875,Выше среднего,"Русский язык, Информатика, Всеобщая история, Обществознание, География, Основы безопасности жизнедеятельности","Литература, Геометрия"
967,8,М,3,1,4,15,5,5,4,,3,3,5,5,4,3,3,4,4,5,2,5,2,2,4,89,2,3.8125,Выше среднего,"Русский язык, Литература, Информатика, История России, Биология","Технология, Основы безопасности жизнедеятельности"
968,8,Ж,2,1,2,15,5,3,4,,3,4,3,2,4,3,4,3,3,2,3,3,3,5,4,98,2,3.4375,Нуждается в улучшении,"Русский язык, Основы безопасности жизнедеятельности","История России, Биология"
969,8,Ж,4,4,5,15,4,3,5,,3,5,4,3,2,4,5,3,2,4,3,3,5,4,3,91,5,3.6875,Выше среднего,"Иностранный язык, Геометрия, География, Технология","Всеобщая история, Химия"
970,8,М,5,3,4,15,5,3,4,,5,3,5,3,4,2,2,5,5,5,5,2,2,3,2,81,4,3.625,Выше среднего,"Русский язык, Алгебра, Информатика, Физика, Химия, Биология","Обществознание, География, Технология, Физическая культура"
971,8,Ж,4,1,2,16,3,3,5,,4,5,4,2,5,4,4,5,3,3,2,3,5,4,5,81,1,4.0,Выше среднего,"Иностранный язык, Геометрия, Всеобщая история, Физика, Технология, Физическая культура",История России
972,8,М,3,2,1,15,4,3,4,,3,3,4,5,3,4,5,5,4,3,5,4,4,3,5,68,1,3.875,Выше среднего,"История России, География, Физика, Физическая культура",
973,8,М,8,5,1,16,4,5,4,,5,3,3,5,5,3,3,3,5,3,4,4,4,3,4,78,3,3.875,Выше среднего,"Литература, Алгебра, История России, Всеобщая история, Химия",
974,8,М,10,5,4,15,4,2,4,,2,2,4,3,4,5,4,3,2,3,3,5,3,4,5,82,2,3.375,Нуждается в улучшении,"Обществознание, Физическая культура","Литература, Алгебра, Геометрия, Химия"
975,8,Ж,4,2,4,16,4,5,4,,4,3,3,3,3,3,4,5,4,4,2,4,3,2,2,51,2,3.5,Нуждается в улучшении,"Литература, Физика","Основы безопасности жизнедеятельности, Физическая культура"
976,8,Ж,2,5,3,16,3,4,4,,3,3,4,2,3,3,2,3,4,3,5,3,3,3,4,60,2,3.1875,Нуждается в улучшении,,"История России, География"
977,8,Ж,2,4,2,15,2,3,4,,2,5,2,4,3,3,3,4,4,3,3,4,4,3,3,96,1,3.25,Нуждается в улучшении,Геометрия,"Русский язык, Алгебра, Информатика"
978,8,Ж,1,4,4,15,5,2,2,,5,3,2,3,2,2,3,5,2,5,2,2,4,3,4,82,5,3.25,Нуждается в улучшении,"Русский язык, Алгебра, Физика, Биология","Литература, Иностранный язык, Информатика, Всеобщая история, Обществознание, Химия"
979,8,Ж,4,0,3,16,4,4,3,,3,3,2,4,5,3,2,5,5,2,3,4,5,3,5,90,3,3.625,Выше среднего,"Всеобщая история, Физика, Химия, Технология, Физическая культура","Информатика, География, Биология"
980,8,Ж,10,0,3,16,3,4,3,,5,2,3,3,4,4,3,3,2,3,3,3,3,4,2,89,2,3.1875,Нуждается в улучшении,Алгебра,"Геометрия, Химия, Физическая культура"
981,8,Ж,9,0,4,16,5,2,5,,3,5,4,3,3,4,3,5,4,5,3,2,4,3,4,50,5,3.875,Выше среднего,"Русский язык, Иностранный язык, Геометрия, Физика, Биология",Литература
982,8,Ж,7,5,1,15,5,3,3,,2,5,2,5,3,5,3,4,3,2,5,3,4,2,3,91,4,3.375,Нуждается в улучшении,"Русский язык, Геометрия, История России, Обществознание","Алгебра, Информатика, Биология, Основы безопасности жизнедеятельности"
983,8,Ж,10,4,2,15,3,5,2,,4,3,3,3,4,3,4,4,3,3,5,5,3,2,3,66,1,3.25,Нуждается в улучшении,Литература,"Иностранный язык, Основы безопасности жизнедеятельности"
984,8,М,7,4,2,16,5,2,2,,4,3,5,5,3,2,3,4,3,4,5,4,3,2,5,99,4,3.4375,Нуждается в улучшении,"Русский язык, Информатика, История России, Физическая культура","Литература, Иностранный язык, Обществознание, Основы безопасности жизнедеятельности"
985,8,Ж,7,4,1,15,5,5,4,,3,2,5,4,3,5,2,2,3,5,3,5,5,2,5,65,1,3.75,Выше среднего,"Русский язык, Литература, Информатика, Обществознание, Биология, Технология, Физическая культура","Геометрия, География, Физика, Основы безопасности жизнедеятельности"
986,8,Ж,8,2,4,16,5,4,2,,3,4,5,5,3,2,3,3,3,3,5,3,3,5,2,51,3,3.4375,Нуждается в улучшении,"Русский язык, Информатика, История России, Основы безопасности жизнедеятельности","Иностранный язык, Обществознание, Физическая культура"
987,8,Ж,1,4,2,15,5,3,4,,2,2,5,2,5,5,2,5,2,5,4,5,5,4,4,98,4,3.75,Выше среднего,"Русский язык, Информатика, Всеобщая история, Обществознание, Физика, Биология, Технология","Алгебра, Геометрия, История России, География, Химия"
988,8,Ж,10,2,4,15,4,3,2,,5,4,2,4,2,5,3,3,5,4,5,3,3,5,3,53,3,3.5625,Выше среднего,"Алгебра, Обществознание, Химия, Основы безопасности жизнедеятельности","Иностранный язык, Информатика, Всеобщая история"
989,8,Ж,10,0,4,15,3,2,5,,4,4,3,2,3,5,3,3,3,4,4,5,3,2,2,81,3,3.1875,Нуждается в улучшении,"Иностранный язык, Обществознание","Литература, История России, Основы безопасности жизнедеятельности, Физическая культура"
990,8,Ж,8,0,3,15,2,5,5,,2,4,3,5,5,3,4,3,5,4,3,3,4,5,5,56,3,4.0,Выше среднего,"Литература, Иностранный язык, История России, Всеобщая история, Химия, Основы безопасности жизнедеятельности, Физическая культура","Русский язык, Алгебра"
991,8,Ж,4,5,1,15,2,2,5,,5,3,5,4,2,3,3,3,5,2,5,2,2,4,2,78,4,3.25,Нуждается в улучшении,"Иностранный язык, Алгебра, Информатика, Химия","Русский язык, Литература, Всеобщая история, Биология, Технология, Физическая культура"
992,8,Ж,4,0,4,16,3,3,3,,3,3,5,3,5,4,3,4,4,2,4,5,5,4,2,58,4,3.5,Нуждается в улучшении,"Информатика, Всеобщая история, Технология","Биология, Физическая культура"
993,8,Ж,4,5,5,16,3,4,4,,3,4,3,3,3,4,4,5,4,3,5,5,5,3,3,84,4,3.625,Выше среднего,"Физика, Технология",
994,8,Ж,6,1,1,15,3,3,4,,3,4,2,5,3,2,4,3,3,2,3,5,4,3,3,54,2,3.1875,Нуждается в улучшении,История России,"Информатика, Обществознание, Биология"
