ID,Класс,Пол,Уровень тревожности (1-10),Пропуски занятий,Оценка отношений с учителями (1-5),Возраст,Предмет_1,Оценка_1,Предмет_2,Оценка_2,Предмет_3,Оценка_3,Предмет_4,Оценка_4,Предмет_5,Оценка_5,Предмет_6,Оценка_6,Предмет_7,Оценка_7,Предмет_8,Оценка_8,Предмет_9,Оценка_9,Предмет_10,Оценка_10,Предмет_11,Оценка_11,Предмет_12,Оценка_12,Предмет_13,Оценка_13,Предмет_14,Оценка_14,Предмет_15,Оценка_15,Предмет_16,Оценка_16,Когнитивные способности,Результаты анкет,Средний балл,Диагностика профиля способностей и достижений,Сильные стороны,Слабые стороны,Cluster,Прогнозные значения
457,8,Ж,7,2,4,15,Русский язык,5,Литература,5,Иностранный язык,2,Алгебра,4,Геометрия,4,Информатика,4,История России,2,Всеобщая история,2,Обществознание,5,География,3,Физика,3,Химия,4,Биология,3,Технология,3,Основы безопасности жизнедеятельности,2,Физическая культура,4,86,3,3.4375,Нуждается в улучшении,"Русский язык, Литература, Обществознание","Иностранный язык, История России, Всеобщая история, Основы безопасности жизнедеятельности",0,3.55
458,8,М,9,4,1,15,Русский язык,5,Литература,3,Иностранный язык,5,Алгебра,3,Геометрия,4,Информатика,4,История России,3,Всеобщая история,4,Обществознание,3,География,3,Физика,3,Химия,3,Биология,4,Технология,5,Основы безопасности жизнедеятельности,3,Физическая культура,4,70,1,3.6875,Выше среднего,"Русский язык, Иностранный язык, Технология",,0,1.64
459,8,Ж,1,0,3,15,Русский язык,5,Литература,3,Иностранный язык,5,Алгебра,5,Геометрия,3,Информатика,4,История России,4,Всеобщая история,3,Обществознание,3,География,3,Физика,3,Химия,4,Биология,4,Технология,5,Основы безопасности жизнедеятельности,4,Физическая культура,4,72,1,3.875,Выше среднего,"Русский язык, Иностранный язык, Алгебра, Технология",,0,2.74
460,8,Ж,7,1,5,15,Русский язык,2,Литература,3,Иностранный язык,3,Алгебра,3,Геометрия,5,Информатика,3,История России,4,Всеобщая история,4,Обществознание,4,География,3,Физика,2,Химия,5,Биология,3,Технология,3,Основы безопасности жизнедеятельности,2,Физическая культура,4,73,2,3.3125,Нуждается в улучшении,"Геометрия, Химия","Русский язык, Физика, Основы безопасности жизнедеятельности",2,4.64
461,8,М,8,1,5,16,Русский язык,4,Литература,2,Иностранный язык,2,Алгебра,2,Геометрия,4,Информатика,5,История России,5,Всеобщая история,2,Обществознание,2,География,4,Физика,4,Химия,5,Биология,4,Технология,3,Основы безопасности жизнедеятельности,4,Физическая культура,4,59,4,3.5,Нуждается в улучшении,"Информатика, История России, Химия","Литература, Иностранный язык, Алгебра, Всеобщая история, Обществознание",0,4.22
462,8,М,3,4,2,16,Русский язык,3,Литература,4,Иностранный язык,4,Алгебра,5,Геометрия,3,Информатика,2,История России,5,Всеобщая история,3,Обществознание,2,География,4,Физика,5,Химия,2,Биология,5,Технология,3,Основы безопасности жизнедеятельности,2,Физическая культура,5,87,1,3.5625,Выше среднего,"Алгебра, История России, Физика, Биология, Физическая культура","Информатика, Обществознание, Химия, Основы безопасности жизнедеятельности",3,2.36
463,8,М,4,0,5,15,Русский язык,3,Литература,3,Иностранный язык,3,Алгебра,4,Геометрия,2,Информатика,3,История России,2,Всеобщая история,2,Обществознание,2,География,5,Физика,4,Химия,2,Биология,5,Технология,5,Основы безопасности жизнедеятельности,4,Физическая культура,5,55,1,3.375,Нуждается в улучшении,"География, Биология, Технология, Физическая культура","Геометрия, История России, Всеобщая история, Обществознание, Химия",3,2.67
464,8,М,10,3,5,15,Русский язык,5,Литература,3,Иностранный язык,2,Алгебра,3,Геометрия,2,Информатика,2,История России,4,Всеобщая история,3,Обществознание,4,География,4,Физика,5,Химия,3,Биология,2,Технология,5,Основы безопасности жизнедеятельности,5,Физическая культура,4,70,5,3.5,Нуждается в улучшении,"Русский язык, Физика, Технология, Основы безопасности жизнедеятельности","Иностранный язык, Геометрия, Информатика, Биология",2,4.32
465,8,Ж,6,2,5,16,Русский язык,3,Литература,4,Иностранный язык,3,Алгебра,4,Геометрия,5,Информатика,3,История России,3,Всеобщая история,2,Обществознание,2,География,3,Физика,5,Химия,3,Биология,4,Технология,5,Основы безопасности жизнедеятельности,3,Физическая культура,5,86,1,3.5625,Выше среднего,"Геометрия, Физика, Технология, Физическая культура","Всеобщая история, Обществознание",3,3.36
466,8,М,10,0,3,16,Русский язык,4,Литература,2,Иностранный язык,2,Алгебра,3,Геометрия,4,Информатика,3,История России,4,Всеобщая история,5,Обществознание,3,География,5,Физика,4,Химия,5,Биология,3,Технология,4,Основы безопасности жизнедеятельности,3,Физическая культура,4,78,3,3.625,Выше среднего,"Всеобщая история, География, Химия","Литература, Иностранный язык",2,2.42
467,8,М,7,1,5,16,Русский язык,4,Литература,2,Иностранный язык,4,Алгебра,5,Геометрия,3,Информатика,2,История России,4,Всеобщая история,3,Обществознание,4,География,4,Физика,4,Химия,4,Биология,3,Технология,4,Основы безопасности жизнедеятельности,5,Физическая культура,4,89,5,3.6875,Выше среднего,"Алгебра, Основы безопасности жизнедеятельности","Литература, Информатика",2,4.13
468,8,М,4,4,5,16,Русский язык,5,Литература,4,Иностранный язык,5,Алгебра,4,Геометрия,3,Информатика,4,История России,4,Всеобщая история,5,Обществознание,2,География,3,Физика,4,Химия,5,Биология,4,Технология,5,Основы безопасности жизнедеятельности,4,Физическая культура,4,70,1,4.0625,Выше среднего,"Русский язык, Иностранный язык, Всеобщая история, Химия, Технология",Обществознание,2,4.1
469,8,М,8,4,5,16,Русский язык,5,Литература,4,Иностранный язык,5,Алгебра,3,Геометрия,5,Информатика,4,История России,5,Всеобщая история,5,Обществознание,3,География,3,Физика,2,Химия,3,Биология,3,Технология,3,Основы безопасности жизнедеятельности,4,Физическая культура,5,71,3,3.875,Выше среднего,"Русский язык, Иностранный язык, Геометрия, История России, Всеобщая история, Физическая культура",Физика,3,4.07
470,8,М,5,2,1,15,Русский язык,5,Литература,5,Иностранный язык,4,Алгебра,4,Геометрия,5,Информатика,2,История России,4,Всеобщая история,5,Обществознание,5,География,5,Физика,4,Химия,4,Биология,2,Технология,4,Основы безопасности жизнедеятельности,4,Физическая культура,5,84,4,4.1875,Выше среднего,"Русский язык, Литература, Геометрия, Всеобщая история, Обществознание, География, Физическая культура","Информатика, Биология",2,1.67
471,8,М,1,4,3,15,Русский язык,4,Литература,3,Иностранный язык,3,Алгебра,5,Геометрия,4,Информатика,3,История России,5,Всеобщая история,4,Обществознание,4,География,3,Физика,4,Химия,4,Биология,3,Технология,4,Основы безопасности жизнедеятельности,3,Физическая культура,3,95,1,3.6875,Выше среднего,"Алгебра, История России",,2,2.82
472,8,Ж,4,4,2,16,Русский язык,3,Литература,2,Иностранный язык,4,Алгебра,4,Геометрия,4,Информатика,5,История России,3,Всеобщая история,5,Обществознание,3,География,4,Физика,4,Химия,3,Биология,3,Технология,4,Основы безопасности жизнедеятельности,5,Физическая культура,4,54,4,3.75,Выше среднего,"Информатика, Всеобщая история, Основы безопасности жизнедеятельности",Литература,0,2.55
473,8,Ж,3,0,1,16,Русский язык,3,Литература,2,Иностранный язык,3,Алгебра,5,Геометрия,5,Информатика,2,История России,3,Всеобщая история,3,Обществознание,2,География,3,Физика,4,Химия,4,Биология,3,Технология,4,Основы безопасности жизнедеятельности,4,Физическая культура,5,64,1,3.4375,Нуждается в улучшении,"Алгебра, Геометрия, Физическая культура","Литература, Информатика, Обществознание",2,1.44
474,8,М,9,3,4,15,Русский язык,4,Литература,3,Иностранный язык,3,Алгебра,3,Геометрия,4,Информатика,3,История России,4,Всеобщая история,2,Обществознание,4,География,5,Физика,3,Химия,4,Биология,3,Технология,5,Основы безопасности жизнедеятельности,4,Физическая культура,3,90,5,3.5625,Выше среднего,"География, Технология",Всеобщая история,0,3.75
475,8,М,8,2,3,16,Русский язык,4,Литература,4,Иностранный язык,4,Алгебра,5,Геометрия,3,Информатика,2,История России,5,Всеобщая история,5,Обществознание,3,География,4,Физика,4,Химия,5,Биология,2,Технология,3,Основы безопасности жизнедеятельности,5,Физическая культура,3,96,5,3.8125,Выше среднего,"Алгебра, История России, Всеобщая история, Химия, Основы безопасности жизнедеятельности","Информатика, Биология",2,3.34
476,8,М,1,0,3,15,Русский язык,4,Литература,5,Иностранный язык,5,Алгебра,5,Геометрия,2,Информатика,2,История России,3,Всеобщая история,2,Обществознание,5,География,4,Физика,3,Химия,2,Биология,3,Технология,3,Основы безопасности жизнедеятельности,4,Физическая культура,2,68,3,3.375,Нуждается в улучшении,"Литература, Иностранный язык, Алгебра, Обществознание","Геометрия, Информатика, Всеобщая история, Химия, Физическая культура",1,2.92
477,8,Ж,6,3,4,15,Русский язык,3,Литература,4,Иностранный язык,3,Алгебра,4,Геометрия,5,Информатика,4,История России,2,Всеобщая история,5,Обществознание,4,География,5,Физика,3,Химия,5,Биология,5,Технология,5,Основы безопасности жизнедеятельности,4,Физическая культура,4,65,2,4.0625,Выше среднего,"Геометрия, Всеобщая история, География, Химия, Биология, Технология",История России,3,3.49
478,8,М,9,0,4,15,Русский язык,3,Литература,3,Иностранный язык,5,Алгебра,3,Геометрия,3,Информатика,3,История России,3,Всеобщая история,4,Обществознание,5,География,5,Физика,4,Химия,5,Биология,5,Технология,3,Основы безопасности жизнедеятельности,5,Физическая культура,4,89,3,3.9375,Выше среднего,"Иностранный язык, Обществознание, География, Химия, Биология, Основы безопасности жизнедеятельности",,0,3.47
479,8,Ж,7,5,4,15,Русский язык,3,Литература,4,Иностранный язык,3,Алгебра,5,Геометрия,2,Информатика,4,История России,4,Всеобщая история,3,Обществознание,5,География,5,Физика,3,Химия,4,Биология,3,Технология,3,Основы безопасности жизнедеятельности,3,Физическая культура,3,96,1,3.5625,Выше среднего,"Алгебра, Обществознание, География",Геометрия,1,3.46
480,8,М,4,0,2,16,Русский язык,4,Литература,5,Иностранный язык,3,Алгебра,4,Геометрия,5,Информатика,3,История России,5,Всеобщая история,2,Обществознание,4,География,2,Физика,5,Химия,4,Биология,5,Технология,3,Основы безопасности жизнедеятельности,2,Физическая культура,4,92,4,3.75,Выше среднего,"Литература, Геометрия, История России, Физика, Биология","Всеобщая история, География, Основы безопасности жизнедеятельности",2,2.51
481,8,М,1,4,5,16,Русский язык,4,Литература,3,Иностранный язык,2,Алгебра,5,Геометрия,4,Информатика,4,История России,4,Всеобщая история,4,Обществознание,4,География,3,Физика,3,Химия,3,Биология,3,Технология,2,Основы безопасности жизнедеятельности,3,Физическая культура,5,72,4,3.5,Нуждается в улучшении,"Алгебра, Физическая культура","Иностранный язык, Технология",2,4.73
482,8,М,2,3,3,15,Русский язык,4,Литература,4,Иностранный язык,4,Алгебра,3,Геометрия,5,Информатика,5,История России,5,Всеобщая история,4,Обществознание,5,География,3,Физика,4,Химия,4,Биология,4,Технология,5,Основы безопасности жизнедеятельности,5,Физическая культура,3,53,1,4.1875,Выше среднего,"Геометрия, Информатика, История России, Обществознание, Технология, Основы безопасности жизнедеятельности",,0,2.79
483,8,М,5,2,5,16,Русский язык,3,Литература,5,Иностранный язык,5,Алгебра,2,Геометрия,4,Информатика,3,История России,5,Всеобщая история,4,Обществознание,4,География,3,Физика,4,Химия,4,Биология,2,Технология,4,Основы безопасности жизнедеятельности,4,Физическая культура,2,70,2,3.625,Выше среднего,"Литература, Иностранный язык, История России","Алгебра, Биология, Физическая культура",1,4.67
484,8,Ж,5,2,5,16,Русский язык,3,Литература,4,Иностранный язык,4,Алгебра,3,Геометрия,5,Информатика,2,История России,3,Всеобщая история,3,Обществознание,2,География,5,Физика,3,Химия,4,Биология,5,Технология,4,Основы безопасности жизнедеятельности,3,Физическая культура,5,73,2,3.625,Выше среднего,"Геометрия, География, Биология, Физическая культура","Информатика, Обществознание",3,4.46
485,8,Ж,8,3,4,16,Русский язык,5,Литература,4,Иностранный язык,3,Алгебра,4,Геометрия,3,Информатика,2,История России,4,Всеобщая история,2,Обществознание,4,География,5,Физика,3,Химия,3,Биология,2,Технология,4,Основы безопасности жизнедеятельности,3,Физическая культура,5,91,2,3.5,Нуждается в улучшении,"Русский язык, География, Физическая культура","Информатика, Всеобщая история, Биология",2,3.51
486,8,М,6,4,2,16,Русский язык,5,Литература,3,Иностранный язык,2,Алгебра,4,Геометрия,4,Информатика,4,История России,4,Всеобщая история,3,Обществознание,2,География,4,Физика,4,Химия,5,Биология,2,Технология,3,Основы безопасности жизнедеятельности,2,Физическая культура,3,75,1,3.375,Нуждается в улучшении,"Русский язык, Химия","Иностранный язык, Обществознание, Биология, Основы безопасности жизнедеятельности",2,3.19
487,8,М,8,1,1,15,Русский язык,4,Литература,3,Иностранный язык,4,Алгебра,4,Геометрия,3,Информатика,2,История России,5,Всеобщая история,3,Обществознание,4,География,2,Физика,3,Химия,4,Биология,3,Технология,3,Основы безопасности жизнедеятельности,2,Физическая культура,4,91,5,3.3125,Нуждается в улучшении,История России,"Информатика, География, Основы безопасности жизнедеятельности",2,3.08
488,8,Ж,2,0,2,16,Русский язык,4,Литература,2,Иностранный язык,3,Алгебра,4,Геометрия,2,Информатика,4,История России,2,Всеобщая история,2,Обществознание,4,География,2,Физика,2,Химия,5,Биология,5,Технология,5,Основы безопасности жизнедеятельности,5,Физическая культура,4,51,5,3.4375,Нуждается в улучшении,"Химия, Биология, Технология, Основы безопасности жизнедеятельности","Литература, Геометрия, История России, Всеобщая история, География, Физика",0,2.49
489,8,Ж,3,4,5,15,Русский язык,3,Литература,4,Иностранный язык,3,Алгебра,5,Геометрия,3,Информатика,3,История России,3,Всеобщая история,2,Обществознание,5,География,3,Физика,4,Химия,4,Биология,2,Технология,3,Основы безопасности жизнедеятельности,4,Физическая культура,3,89,1,3.375,Нуждается в улучшении,"Алгебра, Обществознание","Всеобщая история, Биология",1,4.13
490,8,Ж,6,5,2,15,Русский язык,4,Литература,2,Иностранный язык,5,Алгебра,3,Геометрия,4,Информатика,3,История России,3,Всеобщая история,3,Обществознание,4,География,2,Физика,3,Химия,5,Биология,3,Технология,3,Основы безопасности жизнедеятельности,5,Физическая культура,5,57,5,3.5625,Выше среднего,"Иностранный язык, Химия, Основы безопасности жизнедеятельности, Физическая культура","Литература, География",0,2.61
491,8,Ж,10,3,4,16,Русский язык,5,Литература,5,Иностранный язык,4,Алгебра,3,Геометрия,3,Информатика,2,История России,4,Всеобщая история,4,Обществознание,5,География,4,Физика,4,Химия,4,Биология,3,Технология,4,Основы безопасности жизнедеятельности,3,Физическая культура,4,58,2,3.8125,Выше среднего,"Русский язык, Литература, Обществознание",Информатика,2,3.57
492,8,М,3,0,1,15,Русский язык,4,Литература,5,Иностранный язык,3,Алгебра,5,Геометрия,4,Информатика,3,История России,2,Всеобщая история,4,Обществознание,3,География,4,Физика,5,Химия,4,Биология,5,Технология,3,Основы безопасности жизнедеятельности,4,Физическая культура,4,51,5,3.875,Выше среднего,"Литература, Алгебра, Физика, Биология",История России,1,1.54
493,8,Ж,6,2,4,16,Русский язык,4,Литература,4,Иностранный язык,2,Алгебра,4,Геометрия,3,Информатика,2,История России,4,Всеобщая история,3,Обществознание,3,География,5,Физика,2,Химия,2,Биология,3,Технология,3,Основы безопасности жизнедеятельности,4,Физическая культура,3,63,1,3.1875,Нуждается в улучшении,География,"Иностранный язык, Информатика, Физика, Химия",3,3.47
494,8,М,6,1,1,16,Русский язык,4,Литература,2,Иностранный язык,2,Алгебра,4,Геометрия,2,Информатика,3,История России,5,Всеобщая история,4,Обществознание,5,География,3,Физика,3,Химия,2,Биология,4,Технология,2,Основы безопасности жизнедеятельности,5,Физическая культура,5,69,5,3.4375,Нуждается в улучшении,"История России, Обществознание, Основы безопасности жизнедеятельности, Физическая культура","Литература, Иностранный язык, Геометрия, Химия, Технология",2,3.35
495,8,Ж,2,5,5,15,Русский язык,4,Литература,2,Иностранный язык,4,Алгебра,4,Геометрия,4,Информатика,4,История России,3,Всеобщая история,4,Обществознание,5,География,3,Физика,3,Химия,4,Биология,3,Технология,5,Основы безопасности жизнедеятельности,5,Физическая культура,3,51,5,3.75,Выше среднего,"Обществознание, Технология, Основы безопасности жизнедеятельности",Литература,0,2.72
496,8,Ж,7,2,1,16,Русский язык,4,Литература,5,Иностранный язык,5,Алгебра,4,Геометрия,5,Информатика,3,История России,4,Всеобщая история,4,Обществознание,4,География,5,Физика,4,Химия,5,Биология,4,Технология,4,Основы безопасности жизнедеятельности,5,Физическая культура,3,53,5,4.25,Выше среднего,"Литература, Иностранный язык, Геометрия, География, Химия, Основы безопасности жизнедеятельности",,3,2.03
497,8,Ж,2,3,1,15,Русский язык,4,Литература,4,Иностранный язык,4,Алгебра,3,Геометрия,3,Информатика,4,История России,5,Всеобщая история,4,Обществознание,3,География,4,Физика,3,Химия,4,Биология,2,Технология,3,Основы безопасности жизнедеятельности,4,Физическая культура,3,84,5,3.5625,Выше среднего,История России,Биология,2,2.39
498,8,Ж,6,0,1,15,Русский язык,4,Литература,4,Иностранный язык,3,Алгебра,4,Геометрия,4,Информатика,4,История России,4,Всеобщая история,3,Обществознание,4,География,2,Физика,3,Химия,3,Биология,3,Технология,5,Основы безопасности жизнедеятельности,2,Физическая культура,3,63,1,3.4375,Нуждается в улучшении,Технология,"География, Основы безопасности жизнедеятельности",2,1.64
499,8,Ж,1,3,2,16,Русский язык,2,Литература,3,Иностранный язык,2,Алгебра,5,Геометрия,5,Информатика,4,История России,3,Всеобщая история,2,Обществознание,5,География,2,Физика,2,Химия,3,Биология,5,Технология,5,Основы безопасности жизнедеятельности,4,Физическая культура,5,70,3,3.5625,Выше среднего,"Алгебра, Геометрия, Обществознание, Биология, Технология, Физическая культура","Русский язык, Иностранный язык, Всеобщая история, География, Физика",0,2.8
500,8,М,3,0,2,16,Русский язык,5,Литература,4,Иностранный язык,5,Алгебра,4,Геометрия,4,Информатика,5,История России,3,Всеобщая история,3,Обществознание,3,География,5,Физика,2,Химия,4,Биология,4,Технология,4,Основы безопасности жизнедеятельности,2,Физическая культура,2,97,5,3.6875,Выше среднего,"Русский язык, Иностранный язык, Информатика, География","Физика, Основы безопасности жизнедеятельности, Физическая культура",3,2.25
501,8,М,2,4,5,16,Русский язык,5,Литература,4,Иностранный язык,5,Алгебра,2,Геометрия,4,Информатика,3,История России,4,Всеобщая история,3,Обществознание,4,География,4,Физика,4,Химия,4,Биология,5,Технология,2,Основы безопасности жизнедеятельности,2,Физическая культура,4,64,3,3.6875,Выше среднего,"Русский язык, Иностранный язык, Биология","Алгебра, Технология, Основы безопасности жизнедеятельности",3,4.48
502,8,Ж,7,1,1,15,Русский язык,3,Литература,4,Иностранный язык,4,Алгебра,5,Геометрия,3,Информатика,3,История России,3,Всеобщая история,4,Обществознание,3,География,5,Физика,3,Химия,5,Биология,5,Технология,3,Основы безопасности жизнедеятельности,3,Физическая культура,5,88,1,3.8125,Выше среднего,"Алгебра, География, Химия, Биология, Физическая культура",,3,1.8
503,8,Ж,4,4,3,16,Русский язык,4,Литература,4,Иностранный язык,2,Алгебра,3,Геометрия,4,Информатика,4,История России,4,Всеобщая история,5,Обществознание,2,География,2,Физика,2,Химия,4,Биология,4,Технология,3,Основы безопасности жизнедеятельности,3,Физическая культура,4,99,4,3.375,Нуждается в улучшении,Всеобщая история,"Иностранный язык, Обществознание, География, Физика",2,3.0
504,8,М,8,4,5,15,Русский язык,2,Литература,5,Иностранный язык,4,Алгебра,3,Геометрия,3,Информатика,4,История России,5,Всеобщая история,3,Обществознание,5,География,5,Физика,3,Химия,3,Биология,4,Технология,4,Основы безопасности жизнедеятельности,4,Физическая культура,3,69,3,3.75,Выше среднего,"Литература, История России, Обществознание, География",Русский язык,3,4.41
505,8,Ж,6,3,1,15,Русский язык,2,Литература,3,Иностранный язык,5,Алгебра,5,Геометрия,4,Информатика,4,История России,4,Всеобщая история,4,Обществознание,3,География,4,Физика,3,Химия,4,Биология,5,Технология,4,Основы безопасности жизнедеятельности,3,Физическая культура,5,55,1,3.875,Выше среднего,"Иностранный язык, Алгебра, Биология, Физическая культура",Русский язык,3,1.73
506,8,Ж,10,1,1,16,Русский язык,3,Литература,2,Иностранный язык,4,Алгебра,3,Геометрия,5,Информатика,2,История России,3,Всеобщая история,5,Обществознание,3,География,3,Физика,2,Химия,5,Биология,3,Технология,3,Основы безопасности жизнедеятельности,4,Физическая культура,4,77,4,3.375,Нуждается в улучшении,"Геометрия, Всеобщая история, Химия","Литература, Информатика, Физика",2,1.71
507,8,М,4,0,2,16,Русский язык,4,Литература,4,Иностранный язык,4,Алгебра,5,Геометрия,4,Информатика,4,История России,3,Всеобщая история,3,Обществознание,5,География,5,Физика,3,Химия,4,Биология,2,Технология,4,Основы безопасности жизнедеятельности,2,Физическая культура,3,97,5,3.6875,Выше среднего,"Алгебра, Обществознание, География","Биология, Основы безопасности жизнедеятельности",1,2.26
508,8,Ж,5,0,5,16,Русский язык,5,Литература,2,Иностранный язык,2,Алгебра,3,Геометрия,2,Информатика,5,История России,5,Всеобщая история,5,Обществознание,4,География,4,Физика,3,Химия,3,Биология,3,Технология,4,Основы безопасности жизнедеятельности,4,Физическая культура,3,92,1,3.5625,Выше среднего,"Русский язык, Информатика, История России, Всеобщая история","Литература, Иностранный язык, Геометрия",2,4.44
509,8,Ж,9,5,1,15,Русский язык,4,Литература,5,Иностранный язык,2,Алгебра,4,Геометрия,5,Информатика,3,История России,5,Всеобщая история,2,Обществознание,3,География,5,Физика,5,Химия,3,Биология,2,Технология,5,Основы безопасности жизнедеятельности,4,Физическая культура,4,51,2,3.8125,Выше среднего,"Литература, Геометрия, История России, География, Физика, Технология","Иностранный язык, Всеобщая история, Биология",3,2.38
510,8,М,7,2,1,16,Русский язык,4,Литература,4,Иностранный язык,2,Алгебра,4,Геометрия,4,Информатика,5,История России,4,Всеобщая история,5,Обществознание,5,География,5,Физика,2,Химия,5,Биология,3,Технология,4,Основы безопасности жизнедеятельности,2,Физическая культура,4,77,4,3.875,Выше среднего,"Информатика, Всеобщая история, Обществознание, География, Химия","Иностранный язык, Физика, Основы безопасности жизнедеятельности",2,2.03
511,8,М,10,5,5,15,Русский язык,3,Литература,5,Иностранный язык,5,Алгебра,3,Геометрия,5,Информатика,3,История России,3,Всеобщая история,3,Обществознание,3,География,3,Физика,4,Химия,2,Биология,5,Технология,4,Основы безопасности жизнедеятельности,5,Физическая культура,4,83,2,3.75,Выше среднего,"Литература, Иностранный язык, Геометрия, Биология, Основы безопасности жизнедеятельности",Химия,3,4.17
512,8,М,9,5,3,16,Русский язык,3,Литература,4,Иностранный язык,4,Алгебра,4,Геометрия,4,Информатика,2,История России,4,Всеобщая история,3,Обществознание,5,География,4,Физика,3,Химия,3,Биология,5,Технология,5,Основы безопасности жизнедеятельности,4,Физическая культура,3,63,5,3.75,Выше среднего,"Обществознание, Биология, Технология",Информатика,3,3.18
513,8,Ж,7,0,5,16,Русский язык,2,Литература,2,Иностранный язык,5,Алгебра,5,Геометрия,2,Информатика,3,История России,3,Всеобщая история,4,Обществознание,4,География,3,Физика,4,Химия,3,Биология,4,Технология,3,Основы безопасности жизнедеятельности,4,Физическая культура,4,58,5,3.4375,Нуждается в улучшении,"Иностранный язык, Алгебра","Русский язык, Литература, Геометрия",1,2.44
514,8,М,1,3,5,15,Русский язык,5,Литература,3,Иностранный язык,2,Алгебра,5,Геометрия,4,Информатика,4,История России,2,Всеобщая история,5,Обществознание,3,География,4,Физика,2,Химия,5,Биология,3,Технология,3,Основы безопасности жизнедеятельности,4,Физическая культура,3,72,3,3.5625,Выше среднего,"Русский язык, Алгебра, Всеобщая история, Химия","Иностранный язык, История России, Физика",2,3.04
515,8,М,8,4,3,15,Русский язык,5,Литература,5,Иностранный язык,5,Алгебра,4,Геометрия,4,Информатика,4,История России,3,Всеобщая история,3,Обществознание,2,География,4,Физика,5,Химия,2,Биология,3,Технология,5,Основы безопасности жизнедеятельности,4,Физическая культура,3,93,5,3.8125,Выше среднего,"Русский язык, Литература, Иностранный язык, Физика, Технология","Обществознание, Химия",3,2.99
516,8,М,4,4,5,16,Русский язык,4,Литература,3,Иностранный язык,5,Алгебра,5,Геометрия,3,Информатика,4,История России,3,Всеобщая история,5,Обществознание,3,География,5,Физика,5,Химия,5,Биология,4,Технология,3,Основы безопасности жизнедеятельности,2,Физическая культура,5,84,3,4.0,Выше среднего,"Иностранный язык, Алгебра, Всеобщая история, География, Физика, Химия, Физическая культура",Основы безопасности жизнедеятельности,1,4.13
517,8,М,3,4,1,16,Русский язык,4,Литература,4,Иностранный язык,3,Алгебра,3,Геометрия,4,Информатика,4,История России,3,Всеобщая история,4,Обществознание,3,География,2,Физика,2,Химия,4,Биология,4,Технология,3,Основы безопасности жизнедеятельности,4,Физическая культура,3,71,4,3.375,Нуждается в улучшении,,"География, Физика",2,3.81
518,8,М,7,1,5,16,Русский язык,5,Литература,5,Иностранный язык,5,Алгебра,2,Геометрия,4,Информатика,2,История России,3,Всеобщая история,3,Обществознание,4,География,4,Физика,3,Химия,4,Биология,5,Технология,5,Основы безопасности жизнедеятельности,4,Физическая культура,3,54,2,3.8125,Выше среднего,"Русский язык, Литература, Иностранный язык, Биология, Технология","Алгебра, Информатика",3,4.1
519,8,М,3,0,3,16,Русский язык,2,Литература,3,Иностранный язык,3,Алгебра,2,Геометрия,4,Информатика,3,История России,2,Всеобщая история,4,Обществознание,3,География,3,Физика,4,Химия,5,Биология,5,Технология,4,Основы безопасности жизнедеятельности,3,Физическая культура,5,90,4,3.4375,Нуждается в улучшении,"Химия, Биология, Физическая культура","Русский язык, Алгебра, История России",0,3.04
520,8,Ж,8,3,4,16,Русский язык,5,Литература,3,Иностранный язык,3,Алгебра,4,Геометрия,3,Информатика,3,История России,4,Всеобщая история,4,Обществознание,3,География,3,Физика,5,Химия,3,Биология,3,Технология,5,Основы безопасности жизнедеятельности,4,Физическая культура,2,78,2,3.5625,Выше среднего,"Русский язык, Физика, Технология",Физическая культура,2,3.48
521,8,Ж,6,1,5,15,Русский язык,4,Литература,4,Иностранный язык,3,Алгебра,5,Геометрия,4,Информатика,5,История России,4,Всеобщая история,3,Обществознание,5,География,5,Физика,3,Химия,3,Биология,3,Технология,5,Основы безопасности жизнедеятельности,4,Физическая культура,4,84,1,4.0,Выше среднего,"Алгебра, Информатика, Обществознание, География, Технология",,0,4.12
522,8,М,5,2,2,15,Русский язык,4,Литература,5,Иностранный язык,5,Алгебра,4,Геометрия,3,Информатика,3,История России,3,Всеобщая история,5,Обществознание,3,География,2,Физика,4,Химия,3,Биология,3,Технология,2,Основы безопасности жизнедеятельности,3,Физическая культура,5,99,4,3.5625,Выше среднего,"Литература, Иностранный язык, Всеобщая история, Физическая культура","География, Технология",1,2.3
523,8,М,4,3,1,15,Русский язык,3,Литература,3,Иностранный язык,5,Алгебра,5,Геометрия,3,Информатика,5,История России,5,Всеобщая история,5,Обществознание,4,География,3,Физика,3,Химия,4,Биология,3,Технология,4,Основы безопасности жизнедеятельности,5,Физическая культура,3,83,1,3.9375,Выше среднего,"Иностранный язык, Алгебра, Информатика, История России, Всеобщая история, Основы безопасности жизнедеятельности",,2,3.19
